pair_id,job_id,cand_id,job_title,loc_match,skill_iou,exp_score,role_match,desc_sem_sim,heuristic_score,heuristic_label,legacy_composite_quality,legacy_gold_relevance,legacy_gold_label_binary,gold_relevance,gold_label_binary,stratum
2094,JOB_29,CV_052,Nhân viên Telesale,1.0,0.15973115607132732,1.0,0.0,0.16584093368119635,0.5565168823859514,1,0.26395023141338325,1,1,1,1,Easy Positive
3694,JOB_52,CV_106,Chuyên Viên Cao Cấp Triển Khai Back-End - MSB Df - Dxn - 1M344,1.0,0.16237792871366336,1.0,0.028546103322075557,0.23408885764127393,0.5682852834408546,1,0.2930452907225393,1,1,1,1,Easy Positive
4205,JOB_60,CV_029,Cần tuyển 2 bạn phụ chị làm việc vào dịp cuối năm ở quận Gò Vấp,1.0,0.1645472972086863,1.0,0.0,0.12269956006645451,0.5534067803088171,1,0.2505364000462993,1,1,1,1,Easy Positive
164,JOB_02,CV_045,nhân viên sale admin,1.0,0.19012142938751123,1.0,0.15306690639620296,0.29033366851979414,0.5995237601582877,1,0.3411193202269874,1,1,1,1,Easy Positive
1008,JOB_14,CV_088,Cần tuyển nhân viên làm việc fulltime cho siêu thị tại quận bình thạnh,0.0,0.014848174597677288,1.0,0.0,0.14113161261915375,0.2178252049113347,0,0.20459292552589087,0,0,0,0,Easy Negative
5231,JOB_74,CV_064,Nhân Viên Hành Chính - Giám Sát,1.0,0.23306222086632658,1.0,0.08308110881622384,0.2617889997974806,0.5969066215187633,1,0.3356600935547661,1,1,1,1,Easy Positive
1415,JOB_20,CV_015,Nhân Viên Tư Vấn Khóa Học,1.0,0.07119420649767887,1.0,0.0,0.21208945898916054,0.5390074975233358,1,0.2491492829203938,0,0,0,0,Boundary/Ambiguous
3576,JOB_51,CV_077,Pm/Leader,1.0,0.1753120981577435,1.0,0.0,0.22530447016429328,0.5663584715558652,1,0.2902157989127129,1,1,1,1,Easy Positive
2030,JOB_29,CV_009,Nhân viên Telesale,0.0,0.14845427845045736,1.0,0.10097835975417432,0.20739501641087194,0.27299982521682764,0,0.28969400716459137,1,1,1,1,Boundary/Ambiguous
3572,JOB_51,CV_119,Pm/Leader,0.0,0.019011307366512888,1.0,0.0,0.21743798702415154,0.2264966255440434,0,0.23275725303673256,0,0,0,0,Easy Negative
3674,JOB_52,CV_027,Chuyên Viên Cao Cấp Triển Khai Back-End - MSB Df - Dxn - 1M344,0.0,0.05440051474619794,1.0,0.021575412970657473,0.1424319567971102,0.23107963631185913,0,0.22212767698575644,0,0,0,0,Boundary/Ambiguous
4204,JOB_60,CV_115,Cần tuyển 2 bạn phụ chị làm việc vào dịp cuối năm ở quận Gò Vấp,0.0,0.05827687720414643,1.0,0.0,0.05919130648675685,0.2204883499497123,0,0.19111386429181615,0,0,0,0,Easy Negative
1648,JOB_23,CV_067,Chuyên Viên Đào Tạo Mảng Telesales (Lương 10-15M/Tháng),0.0,0.11417548336789525,1.0,0.036656982691747886,0.15807539644527527,0.24984995789026354,0,0.25078635533837185,1,1,1,1,Boundary/Ambiguous
5025,JOB_71,CV_076,Kế Toán Nội Bộ,0.0,0.05997714801116099,1.0,0.0,0.2818235043381341,0.24317663743660367,0,0.26963022832225325,1,1,1,1,Easy Negative
156,JOB_02,CV_114,nhân viên sale admin,0.0,0.06400992020612235,1.0,0.03724270449376445,0.3258643909600487,0.25417532482160016,0,0.2920424145822245,1,1,1,1,Easy Negative
3693,JOB_52,CV_084,Chuyên Viên Cao Cấp Triển Khai Back-End - MSB Df - Dxn - 1M344,0.0,0.05381044574843259,1.0,0.015988164252607687,0.13919211125197034,0.22977004720019636,0,0.21994911958803218,0,0,0,0,Easy Negative
1487,JOB_21,CV_099,BIÊN TẬP VIÊN,0.0,0.14626330394065926,1.0,0.04253294387299526,0.2545988541834559,0.2684056529844597,0,0.29668169692438956,1,1,1,1,Boundary/Ambiguous
2043,JOB_29,CV_029,Nhân viên Telesale,0.0,0.052266603577076756,1.0,0.08027519515225198,0.12810376126216538,0.23791830629332356,0,0.22517090696657252,0,0,0,0,Easy Negative
163,JOB_02,CV_112,nhân viên sale admin,0.0,0.190012393410161,1.0,0.13544211104685594,0.35191521830745726,0.3030109368403143,0,0.35999098075819475,1,1,1,1,Boundary/Ambiguous
5031,JOB_71,CV_110,Kế Toán Nội Bộ,0.0,0.13210648308729722,1.0,0.0,0.12513086932614934,0.24553970770443925,0,0.24003307334470628,0,0,0,0,Boundary/Ambiguous
5011,JOB_71,CV_065,Kế Toán Nội Bộ,0.0,0.07814348845092484,1.0,0.9436873960144305,0.3695732155715046,0.39804630307204625,0,0.4482539558100148,1,1,1,1,Boundary/Ambiguous
991,JOB_14,CV_041,Cần tuyển nhân viên làm việc fulltime cho siêu thị tại quận bình thạnh,0.0,0.13986307502524073,1.0,0.047151871138045615,0.07796056825550107,0.24983460625256715,0,0.23331105581896647,0,0,0,0,Boundary/Ambiguous
5181,JOB_74,CV_047,Nhân Viên Hành Chính - Giám Sát,0.0,0.07611743897955342,1.0,0.0,0.061275574930754584,0.2251569172379638,0,0.1980875548686078,0,0,0,0,Easy Negative
3623,JOB_51,CV_114,Pm/Leader,0.0,0.010809525469945314,1.0,0.0,0.2125513973122273,0.22395752109870906,0,0.2281763229737604,0,0,0,0,Easy Negative
1409,JOB_20,CV_017,Nhân Viên Tư Vấn Khóa Học,0.0,0.040804933147715744,1.0,0.0,0.13961344191602168,0.2241625774785311,0,0.2131464312723081,0,0,0,0,Easy Negative
1024,JOB_14,CV_039,Cần tuyển nhân viên làm việc fulltime cho siêu thị tại quận bình thạnh,0.0,0.1578321693177463,1.0,0.07182594749138599,0.12862585898022905,0.26309452035116737,0,0.26103420202799926,1,1,1,1,Boundary/Ambiguous
1458,JOB_20,CV_014,Nhân Viên Tư Vấn Khóa Học,0.0,0.04021974548853349,1.0,0.040741872774673116,0.10547052205798545,0.2267132694941329,0,0.20710287455748258,0,0,0,0,Easy Negative
1405,JOB_20,CV_106,Nhân Viên Tư Vấn Khóa Học,0.0,0.04583439024283242,1.0,0.11167183642826853,0.3210554151296836,0.2603149145379168,0,0.29516220734462084,1,1,1,1,Boundary/Ambiguous
3683,JOB_52,CV_090,Chuyên Viên Cao Cấp Triển Khai Back-End - MSB Df - Dxn - 1M344,0.0,0.0021344575697668233,1.0,0.0,0.1211465239161199,0.2126482667840537,0,0.19314834352006033,0,0,0,0,Easy Negative
4263,JOB_60,CV_086,Cần tuyển 2 bạn phụ chị làm việc vào dịp cuối năm ở quận Gò Vấp,0.0,0.16506425696836677,1.0,0.0,0.10451024089382185,0.2517170883314739,0,0.244351074251766,0,0,0,0,Boundary/Ambiguous
2042,JOB_29,CV_028,Nhân viên Telesale,1.0,0.026636425133504685,1.0,0.09149003179262684,0.14417651046327828,0.5348002620985981,1,0.22350803222776808,0,0,0,0,Easy Negative
5036,JOB_71,CV_003,Kế Toán Nội Bộ,0.0,0.07188900523644784,1.0,0.0,0.19233148060382438,0.23720539936949442,0,0.24247717004409525,0,0,0,0,Boundary/Ambiguous
125,JOB_01,CV_040,Trưởng Ca Phục Vụ Nhà Hàng,0.0,0.1156560281992348,1.0,0.0,0.20277986744279214,0.24919199379408793,0,0.2614525634747094,1,1,1,1,Boundary/Ambiguous
1484,JOB_21,CV_050,BIÊN TẬP VIÊN,0.0,0.04438009215687458,1.0,0.0403974540513056,0.1806284134918914,0.23521748249610364,0,0.23481259508476393,0,0,0,0,Easy Negative
5204,JOB_74,CV_005,Nhân Viên Hành Chính - Giám Sát,1.0,0.16951480595805252,1.0,0.0612589622759648,0.2211863131256556,0.5736861771434735,1,0.2959342360206925,1,1,1,1,Easy Positive
3582,JOB_51,CV_099,Pm/Leader,1.0,0.1738198137449457,1.0,0.0,0.2578539346031225,0.5692403468965488,1,0.3010858119218238,1,1,1,1,Easy Positive
5203,JOB_74,CV_079,Nhân Viên Hành Chính - Giám Sát,0.0,0.010669798909972151,1.0,0.0641017703239799,0.11486705258324018,0.22376942053441404,0,0.20355316357122127,0,0,0,0,Easy Negative
5037,JOB_71,CV_098,Kế Toán Nội Bộ,1.0,0.18534150086781812,1.0,0.0,0.19257072152874438,0.5655924473698289,1,0.28226927783879685,1,1,1,1,Easy Positive
4266,JOB_60,CV_079,Cần tuyển 2 bạn phụ chị làm việc vào dịp cuối năm ở quận Gò Vấp,1.0,0.16818476875469202,1.0,0.0,0.05957495486271364,0.5480036876749443,1,0.22971590326609198,0,0,0,0,Easy Positive
5192,JOB_74,CV_004,Nhân Viên Hành Chính - Giám Sát,1.0,0.19811899604213135,1.0,0.051018272289330834,0.22551800400408797,0.5797342902543413,1,0.3059256908595763,1,1,1,1,Easy Positive
196,JOB_02,CV_030,nhân viên sale admin,0.0,0.16255991345150053,1.0,0.1673368996067916,0.4201188702155575,0.3077524003254496,0,0.379038109224489,1,1,1,1,Boundary/Ambiguous
5209,JOB_74,CV_092,Nhân Viên Hành Chính - Giám Sát,0.0,0.059389019190714404,1.0,0.13293470457984785,0.12982719056179196,0.247770179540835,0,0.23616587910035441,0,0,0,0,Boundary/Ambiguous
3646,JOB_52,CV_057,Chuyên Viên Cao Cấp Triển Khai Back-End - MSB Df - Dxn - 1M344,0.0,0.02739644446190557,1.0,0.029417769687229513,0.09294641018611785,0.2205564175871726,0,0.1965326645798926,0,0,0,0,Boundary/Ambiguous
3584,JOB_51,CV_010,Pm/Leader,0.0,0.08790155608951036,1.0,0.0,0.26362596273816885,0.2483379852961945,0,0.2730346315896877,1,1,1,1,Boundary/Ambiguous
3640,JOB_52,CV_073,Chuyên Viên Cao Cấp Triển Khai Back-End - MSB Df - Dxn - 1M344,1.0,0.061945844350266004,1.0,0.019835450969861796,0.1771253130395297,0.5361743100369988,1,0.23665022273190772,0,0,0,0,Boundary/Ambiguous
202,JOB_02,CV_009,nhân viên sale admin,1.0,0.15542938318548738,1.0,0.08078412635887028,0.30917069423406823,0.5818920341736092,1,0.32472764605067506,1,1,1,1,Easy Positive
2046,JOB_29,CV_010,Nhân viên Telesale,0.0,0.10274157104306098,1.0,0.20916739971388432,0.1926143763968217,0.2763219403575301,0,0.2847496915610416,1,1,1,1,Boundary/Ambiguous
83,JOB_01,CV_062,Trưởng Ca Phục Vụ Nhà Hàng,0.0,0.1829728780440897,0.44932896411722156,0.0,0.23954637527155595,0.15956364986162233,0,0.21528108327805923,0,0,0,0,Boundary/Ambiguous
988,JOB_14,CV_048,Cần tuyển nhân viên làm việc fulltime cho siêu thị tại quận bình thạnh,1.0,0.14153766526612374,1.0,0.019443122585394698,0.12311573569719765,0.5506124582740599,1,0.24554515872497168,0,0,0,0,Easy Positive
1615,JOB_23,CV_020,Chuyên Viên Đào Tạo Mảng Telesales (Lương 10-15M/Tháng),0.0,0.15540985713035124,1.0,0.036656982691747886,0.15665720426278282,0.26001673211262827,0,0.26472201889135916,1,1,1,1,Boundary/Ambiguous
110,JOB_01,CV_092,Trưởng Ca Phục Vụ Nhà Hàng,0.0,0.058718368852898675,0.44932896411722156,0.0,0.10390220280740294,0.11493560531740928,0,0.1243165446986888,0,0,0,0,Easy Negative
