job_id,cand_id,lf_skill,lf_sem,lf_exp,lf_role,lf_loc,y_prob
JOB_00,CV_030,0,0,1,0,-1,0.8244029762987993
JOB_00,CV_053,1,1,1,1,1,0.9956630934198999
JOB_00,CV_118,1,0,1,0,1,0.9925513658320195
JOB_00,CV_009,-1,1,1,0,-1,0.8244029762987993
JOB_00,CV_033,1,1,1,0,-1,0.875207551880179
JOB_00,CV_025,0,1,1,0,-1,0.8515915098330731
JOB_00,CV_069,1,1,1,0,-1,0.875207551880179
JOB_00,CV_028,1,1,1,1,1,0.9956630934198999
JOB_00,CV_098,0,0,1,0,1,0.9909111581409155
JOB_00,CV_085,-1,0,1,0,-1,0.793441644914104
JOB_00,CV_005,-1,0,1,0,1,0.9889138067848836
JOB_00,CV_090,0,1,1,-1,-1,0.8089512745610968
JOB_00,CV_068,1,0,1,-1,1,0.9899324551676333
JOB_00,CV_039,1,1,1,0,-1,0.875207551880179
JOB_00,CV_049,-1,0,1,0,-1,0.793441644914104
JOB_00,CV_035,0,0,1,0,1,0.9909111581409155
JOB_00,CV_016,0,0,1,0,-1,0.8244029762987993
JOB_00,CV_066,-1,0,1,0,-1,0.793441644914104
JOB_00,CV_034,-1,1,1,0,-1,0.8244029762987993
JOB_00,CV_113,0,1,1,0,-1,0.8515915098330731
JOB_00,CV_007,1,1,1,0,-1,0.875207551880179
JOB_00,CV_043,0,1,1,0,-1,0.8515915098330731
JOB_00,CV_072,0,1,1,0,-1,0.8515915098330731
JOB_00,CV_067,0,1,1,0,-1,0.8515915098330731
JOB_00,CV_083,0,0,1,0,-1,0.8244029762987993
JOB_00,CV_027,1,0,1,0,-1,0.8515915098330731
JOB_00,CV_019,1,1,1,0,1,0.9938973981992373
JOB_00,CV_095,-1,-1,1,0,-1,0.7586195969184619
JOB_00,CV_100,0,1,1,0,1,0.9925513658320195
JOB_00,CV_008,0,1,1,0,-1,0.8515915098330731
JOB_00,CV_013,0,0,1,0,-1,0.8244029762987993
JOB_00,CV_084,-1,1,1,0,-1,0.8244029762987993
JOB_00,CV_003,0,0,1,0,-1,0.8244029762987993
JOB_00,CV_017,0,-1,1,-1,-1,0.7392104299313632
JOB_03,CV_003,-1,0,1,1,1,0.9921099818949954
JOB_03,CV_058,-1,0,1,1,-1,0.8441091699732922
JOB_03,CV_103,-1,0,1,1,-1,0.8441091699732922
JOB_03,CV_033,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_063,-1,-1,1,1,-1,0.8158462909997302
JOB_03,CV_092,1,0,1,1,1,0.9947044400573793
JOB_03,CV_066,1,0,1,1,-1,0.8899731895162262
JOB_03,CV_113,-1,0,1,0,1,0.9889138067848836
JOB_03,CV_006,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_070,-1,1,1,0,-1,0.8244029762987993
JOB_03,CV_051,0,1,1,0,1,0.9925513658320195
JOB_03,CV_065,0,1,1,-1,1,0.9899324551676333
JOB_03,CV_083,1,0,1,1,1,0.9947044400573793
JOB_03,CV_096,0,0,1,0,1,0.9909111581409155
JOB_03,CV_089,1,1,1,1,-1,0.9081404248468237
JOB_03,CV_075,1,1,1,0,-1,0.875207551880179
JOB_03,CV_100,-1,0,1,0,-1,0.793441644914104
JOB_03,CV_072,1,0,1,0,-1,0.8515915098330731
JOB_03,CV_022,0,0,1,0,1,0.9909111581409155
JOB_03,CV_078,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_054,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_039,1,1,1,1,-1,0.9081404248468237
JOB_03,CV_097,0,0,1,0,1,0.9909111581409155
JOB_03,CV_085,1,0,1,1,1,0.9947044400573793
JOB_03,CV_081,1,0,1,0,1,0.9925513658320195
JOB_03,CV_021,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_064,1,1,1,0,-1,0.875207551880179
JOB_03,CV_025,0,0,1,0,1,0.9909111581409155
JOB_03,CV_094,0,0,1,0,1,0.9909111581409155
JOB_03,CV_010,0,0,1,1,1,0.9935352566336874
JOB_03,CV_105,-1,1,1,0,-1,0.8244029762987993
JOB_03,CV_082,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_098,0,0,1,1,-1,0.8687323344441251
JOB_03,CV_042,0,0,1,1,-1,0.8687323344441251
JOB_03,CV_080,1,0,1,-1,-1,0.8089512745610968
JOB_03,CV_110,0,0,1,0,1,0.9909111581409155
JOB_03,CV_041,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_029,0,1,1,0,1,0.9925513658320195
JOB_03,CV_009,1,0,1,0,1,0.9925513658320195
JOB_03,CV_001,0,0,1,0,1,0.9909111581409155
JOB_03,CV_106,1,1,1,0,-1,0.875207551880179
JOB_03,CV_004,1,1,1,0,-1,0.875207551880179
JOB_03,CV_086,-1,1,1,0,-1,0.8244029762987993
JOB_03,CV_102,-1,1,1,-1,-1,0.7760057395865282
JOB_03,CV_034,0,0,1,0,1,0.9909111581409155
JOB_03,CV_045,0,0,1,0,1,0.9909111581409155
JOB_03,CV_050,-1,0,1,0,-1,0.793441644914104
JOB_03,CV_028,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_047,0,-1,1,-1,1,0.9850352274079028
JOB_03,CV_108,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_012,0,0,1,1,1,0.9935352566336874
JOB_03,CV_088,0,1,1,-1,-1,0.8089512745610968
JOB_03,CV_052,0,-1,1,-1,1,0.9850352274079028
JOB_03,CV_114,0,0,1,0,-1,0.8244029762987993
JOB_03,CV_008,-1,1,1,0,-1,0.8244029762987993
JOB_03,CV_016,0,1,1,0,1,0.9925513658320195
JOB_03,CV_093,0,1,1,0,-1,0.8515915098330731
JOB_03,CV_026,1,0,1,0,-1,0.8515915098330731
JOB_03,CV_067,0,1,1,1,-1,0.8899731895162262
JOB_03,CV_040,1,0,1,1,-1,0.8899731895162262
JOB_03,CV_036,0,1,1,0,-1,0.8515915098330731
JOB_03,CV_107,-1,1,1,0,-1,0.8244029762987993
JOB_03,CV_069,1,1,1,1,-1,0.9081404248468237
JOB_03,CV_049,0,1,1,0,-1,0.8515915098330731
JOB_03,CV_059,0,0,1,0,1,0.9909111581409155
JOB_03,CV_101,-1,-1,1,0,-1,0.7586195969184619
JOB_03,CV_068,0,0,1,1,-1,0.8687323344441251
JOB_03,CV_090,0,0,1,-1,-1,0.7760057395865282
JOB_03,CV_007,0,1,1,0,1,0.9925513658320195
JOB_03,CV_027,1,0,1,0,-1,0.8515915098330731
JOB_04,CV_031,1,0,1,-1,-1,0.8089512745610968
JOB_04,CV_011,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_104,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_084,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_066,0,-1,1,-1,-1,0.7392104299313632
JOB_04,CV_064,0,1,1,-1,1,0.9899324551676333
JOB_04,CV_061,1,0,1,-1,1,0.9899324551676333
JOB_04,CV_081,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_114,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_028,1,0,1,-1,1,0.9899324551676333
JOB_04,CV_115,0,-1,1,-1,-1,0.7392104299313632
JOB_04,CV_067,0,1,1,-1,-1,0.8089512745610968
JOB_04,CV_065,0,1,1,1,-1,0.8899731895162262
JOB_04,CV_100,0,0,1,-1,1,0.9877226901975171
JOB_04,CV_015,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_052,0,-1,1,-1,1,0.9850352274079028
JOB_04,CV_076,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_074,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_050,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_019,-1,0,1,-1,1,0.9850352274079028
JOB_04,CV_091,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_097,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_083,0,-1,1,-1,-1,0.7392104299313632
JOB_04,CV_004,0,0,1,-1,1,0.9877226901975171
JOB_04,CV_053,1,0,1,-1,1,0.9899324551676333
JOB_04,CV_049,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_075,1,-1,1,-1,-1,0.7760057395865282
JOB_04,CV_105,0,1,1,-1,-1,0.8089512745610968
JOB_04,CV_008,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_079,1,-1,1,-1,-1,0.7760057395865282
JOB_04,CV_023,1,0,1,-1,-1,0.8089512745610968
JOB_04,CV_030,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_034,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_010,1,0,1,-1,-1,0.8089512745610968
JOB_04,CV_029,0,1,1,-1,-1,0.8089512745610968
JOB_04,CV_003,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_088,1,0,1,-1,-1,0.8089512745610968
JOB_04,CV_042,1,0,1,-1,-1,0.8089512745610968
JOB_04,CV_020,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_071,1,0,1,-1,-1,0.8089512745610968
JOB_04,CV_032,1,0,1,-1,-1,0.8089512745610968
JOB_04,CV_054,-1,1,1,-1,1,0.9877226901975171
JOB_04,CV_045,-1,0,1,-1,-1,0.7392104299313632
JOB_04,CV_082,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_108,1,-1,1,-1,1,0.9877226901975171
JOB_04,CV_005,0,0,1,-1,1,0.9877226901975171
JOB_04,CV_036,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_107,0,-1,1,-1,-1,0.7392104299313632
JOB_04,CV_041,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_018,0,-1,1,-1,1,0.9850352274079028
JOB_04,CV_069,1,0,1,-1,-1,0.8089512745610968
JOB_04,CV_119,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_039,0,1,1,-1,-1,0.8089512745610968
JOB_04,CV_099,0,0,1,-1,1,0.9877226901975171
JOB_04,CV_057,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_033,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_021,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_059,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_101,-1,-1,1,-1,1,0.9817703452181514
JOB_04,CV_095,-1,-1,1,-1,-1,0.6987174891528171
JOB_04,CV_096,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_116,0,1,1,-1,-1,0.8089512745610968
JOB_04,CV_040,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_103,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_009,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_068,-1,-1,1,-1,1,0.9817703452181514
JOB_04,CV_012,1,1,1,-1,-1,0.838062317751627
JOB_04,CV_070,0,1,1,-1,1,0.9899324551676333
JOB_04,CV_024,0,0,1,-1,-1,0.7760057395865282
JOB_04,CV_043,0,-1,1,-1,-1,0.7392104299313632
JOB_05,CV_015,-1,0,1,-1,-1,0.7392104299313632
JOB_05,CV_002,1,0,1,0,1,0.9925513658320195
JOB_05,CV_052,0,-1,1,-1,1,0.9850352274079028
JOB_05,CV_113,0,0,1,0,-1,0.8244029762987993
JOB_05,CV_063,-1,0,1,1,1,0.9921099818949954
JOB_05,CV_003,0,-1,1,1,-1,0.8441091699732922
JOB_05,CV_080,-1,0,1,-1,-1,0.7392104299313632
JOB_05,CV_076,1,0,1,1,-1,0.8899731895162262
JOB_05,CV_081,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_109,-1,-1,1,-1,-1,0.6987174891528171
JOB_05,CV_031,-1,0,1,0,-1,0.793441644914104
JOB_05,CV_034,0,0,1,0,-1,0.8244029762987993
JOB_05,CV_049,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_023,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_038,1,0,1,1,-1,0.8899731895162262
JOB_05,CV_069,0,-1,1,1,-1,0.8441091699732922
JOB_05,CV_112,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_098,0,-1,1,1,1,0.9921099818949954
JOB_05,CV_029,0,0,1,0,-1,0.8244029762987993
JOB_05,CV_079,0,-1,1,0,-1,0.793441644914104
JOB_05,CV_090,-1,0,1,-1,-1,0.7392104299313632
JOB_05,CV_018,-1,-1,1,1,1,0.9903735230222465
JOB_05,CV_070,1,0,1,1,1,0.9947044400573793
JOB_05,CV_058,1,0,1,1,-1,0.8899731895162262
JOB_05,CV_016,0,-1,1,1,-1,0.8441091699732922
JOB_05,CV_097,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_017,0,-1,1,-1,-1,0.7392104299313632
JOB_05,CV_006,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_115,-1,-1,1,1,-1,0.8158462909997302
JOB_05,CV_089,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_060,0,0,1,-1,1,0.9877226901975171
JOB_05,CV_033,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_024,-1,0,1,0,-1,0.793441644914104
JOB_05,CV_066,-1,-1,1,1,-1,0.8158462909997302
JOB_05,CV_108,-1,-1,1,0,1,0.9864835075253354
JOB_05,CV_088,0,0,1,-1,-1,0.7760057395865282
JOB_05,CV_117,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_043,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_105,1,1,1,0,-1,0.875207551880179
JOB_05,CV_072,-1,0,1,0,-1,0.793441644914104
JOB_05,CV_047,0,-1,1,1,-1,0.8441091699732922
JOB_05,CV_084,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_083,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_020,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_064,0,1,1,1,1,0.9947044400573793
JOB_05,CV_074,1,0,1,0,-1,0.8515915098330731
JOB_05,CV_000,1,0,1,1,-1,0.8899731895162262
JOB_05,CV_077,0,0,1,-1,1,0.9877226901975171
JOB_05,CV_078,0,-1,1,1,1,0.9921099818949954
JOB_05,CV_021,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_040,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_039,1,0,1,1,-1,0.8899731895162262
JOB_05,CV_013,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_092,-1,-1,1,1,-1,0.8158462909997302
JOB_05,CV_050,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_053,-1,1,1,-1,1,0.9877226901975171
JOB_05,CV_008,-1,0,1,1,-1,0.8441091699732922
JOB_05,CV_057,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_102,0,0,1,-1,-1,0.7760057395865282
JOB_05,CV_027,1,-1,1,1,-1,0.8687323344441251
JOB_05,CV_048,1,-1,1,0,-1,0.8244029762987993
JOB_05,CV_041,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_062,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_094,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_036,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_093,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_082,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_059,0,0,1,1,-1,0.8687323344441251
JOB_05,CV_061,0,0,1,1,1,0.9935352566336874
JOB_05,CV_103,0,0,1,1,-1,0.8687323344441251
JOB_06,CV_012,-1,1,1,-1,1,0.9877226901975171
JOB_06,CV_097,1,0,1,-1,1,0.9899324551676333
JOB_06,CV_022,1,0,1,-1,1,0.9899324551676333
JOB_06,CV_119,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_077,1,0,1,-1,-1,0.8089512745610968
JOB_06,CV_014,0,-1,1,-1,-1,0.7392104299313632
JOB_06,CV_054,0,1,1,-1,-1,0.8089512745610968
JOB_06,CV_067,1,0,1,-1,-1,0.8089512745610968
JOB_06,CV_093,1,0,1,-1,-1,0.8089512745610968
JOB_06,CV_079,0,-1,1,-1,1,0.9850352274079028
JOB_06,CV_104,0,1,1,-1,-1,0.8089512745610968
JOB_06,CV_031,-1,0,1,-1,1,0.9850352274079028
JOB_06,CV_076,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_116,-1,0,1,-1,1,0.9850352274079028
JOB_06,CV_015,0,0,1,-1,1,0.9877226901975171
JOB_06,CV_091,1,0,1,-1,1,0.9899324551676333
JOB_06,CV_087,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_089,0,1,1,-1,-1,0.8089512745610968
JOB_06,CV_047,0,-1,1,-1,1,0.9850352274079028
JOB_06,CV_002,-1,0,1,-1,-1,0.7392104299313632
JOB_06,CV_006,0,0,1,1,-1,0.8687323344441251
JOB_06,CV_071,-1,0,1,-1,-1,0.7392104299313632
JOB_06,CV_027,-1,0,1,-1,-1,0.7392104299313632
JOB_06,CV_078,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_081,1,1,1,-1,1,0.9917478125249066
JOB_06,CV_060,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_046,-1,0,1,-1,1,0.9850352274079028
JOB_06,CV_007,0,0,1,-1,1,0.9877226901975171
JOB_06,CV_111,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_082,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_062,0,0,1,-1,1,0.9877226901975171
JOB_06,CV_064,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_055,0,1,1,-1,1,0.9899324551676333
JOB_06,CV_103,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_099,1,0,1,-1,-1,0.8089512745610968
JOB_06,CV_090,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_066,0,-1,1,-1,-1,0.7392104299313632
JOB_06,CV_018,0,-1,1,-1,-1,0.7392104299313632
JOB_06,CV_019,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_049,1,0,1,-1,-1,0.8089512745610968
JOB_06,CV_032,0,1,1,-1,1,0.9899324551676333
JOB_06,CV_004,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_118,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_114,0,1,1,-1,-1,0.8089512745610968
JOB_06,CV_088,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_034,1,0,1,-1,1,0.9899324551676333
JOB_06,CV_051,0,1,1,-1,1,0.9899324551676333
JOB_06,CV_038,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_048,1,-1,1,-1,1,0.9877226901975171
JOB_06,CV_117,-1,0,1,-1,-1,0.7392104299313632
JOB_06,CV_110,-1,-1,1,-1,1,0.9817703452181514
JOB_06,CV_105,0,1,1,-1,-1,0.8089512745610968
JOB_06,CV_010,1,0,1,-1,1,0.9899324551676333
JOB_06,CV_020,-1,1,1,-1,1,0.9877226901975171
JOB_06,CV_094,-1,1,1,-1,1,0.9877226901975171
JOB_06,CV_068,-1,0,1,-1,-1,0.7392104299313632
JOB_06,CV_101,-1,-1,1,-1,-1,0.6987174891528171
JOB_06,CV_035,-1,0,1,-1,-1,0.7392104299313632
JOB_06,CV_112,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_050,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_000,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_042,0,1,1,-1,-1,0.8089512745610968
JOB_06,CV_053,-1,0,1,-1,-1,0.7392104299313632
JOB_06,CV_059,0,0,1,-1,1,0.9877226901975171
JOB_06,CV_001,0,0,1,-1,1,0.9877226901975171
JOB_06,CV_063,0,1,1,-1,-1,0.8089512745610968
JOB_06,CV_045,-1,0,1,-1,1,0.9850352274079028
JOB_06,CV_061,0,0,1,-1,-1,0.7760057395865282
JOB_06,CV_096,0,0,1,-1,1,0.9877226901975171
JOB_06,CV_083,1,-1,1,-1,1,0.9877226901975171
JOB_07,CV_054,1,1,1,0,-1,0.875207551880179
JOB_07,CV_006,0,0,1,1,-1,0.8687323344441251
JOB_07,CV_009,0,1,1,0,1,0.9925513658320195
JOB_07,CV_022,0,0,1,0,1,0.9909111581409155
JOB_07,CV_050,0,-1,1,0,-1,0.793441644914104
JOB_07,CV_101,-1,-1,1,0,-1,0.7586195969184619
JOB_07,CV_059,1,0,1,0,1,0.9925513658320195
JOB_07,CV_020,1,0,1,1,1,0.9947044400573793
JOB_07,CV_089,-1,0,1,1,-1,0.8441091699732922
JOB_07,CV_063,1,0,1,1,-1,0.8899731895162262
JOB_07,CV_000,-1,0,1,0,-1,0.793441644914104
JOB_07,CV_074,0,0,1,0,1,0.9909111581409155
JOB_07,CV_035,0,0,1,0,-1,0.8244029762987993
JOB_07,CV_001,-1,0,1,0,1,0.9889138067848836
JOB_07,CV_098,1,0,1,1,-1,0.8899731895162262
JOB_07,CV_018,1,0,1,0,-1,0.8515915098330731
JOB_07,CV_095,0,-1,1,0,1,0.9889138067848836
JOB_07,CV_021,-1,0,1,0,-1,0.793441644914104
JOB_07,CV_032,0,0,1,0,1,0.9909111581409155
JOB_07,CV_110,0,0,1,0,1,0.9909111581409155
JOB_07,CV_065,1,1,1,1,1,0.9956630934198999
JOB_07,CV_083,0,-1,1,1,1,0.9921099818949954
JOB_07,CV_115,0,0,1,0,-1,0.8244029762987993
JOB_07,CV_099,0,0,1,0,-1,0.8244029762987993
JOB_07,CV_029,0,0,1,0,1,0.9909111581409155
JOB_07,CV_030,1,0,1,1,-1,0.8899731895162262
JOB_07,CV_077,-1,0,1,-1,-1,0.7392104299313632
JOB_07,CV_119,1,0,1,-1,-1,0.8089512745610968
JOB_07,CV_025,0,0,1,0,1,0.9909111581409155
JOB_07,CV_015,1,0,1,-1,1,0.9899324551676333
JOB_07,CV_066,0,-1,1,1,-1,0.8441091699732922
JOB_07,CV_026,0,0,1,1,-1,0.8687323344441251
JOB_07,CV_007,1,0,1,1,1,0.9947044400573793
JOB_07,CV_039,-1,0,1,1,-1,0.8441091699732922
JOB_07,CV_023,1,0,1,0,-1,0.8515915098330731
JOB_07,CV_043,0,0,1,0,-1,0.8244029762987993
JOB_07,CV_088,-1,0,1,-1,-1,0.7392104299313632
JOB_07,CV_075,0,0,1,0,-1,0.8244029762987993
JOB_07,CV_044,0,0,1,1,-1,0.8687323344441251
JOB_07,CV_112,-1,0,1,0,-1,0.793441644914104
JOB_07,CV_086,0,0,1,0,-1,0.8244029762987993
JOB_07,CV_041,0,0,1,0,-1,0.8244029762987993
JOB_07,CV_105,0,0,1,1,-1,0.8687323344441251
JOB_07,CV_113,-1,0,1,0,1,0.9889138067848836
JOB_07,CV_057,1,0,1,1,1,0.9947044400573793
JOB_07,CV_106,1,0,1,1,-1,0.8899731895162262
JOB_07,CV_080,1,0,1,-1,-1,0.8089512745610968
JOB_07,CV_028,0,-1,1,0,-1,0.793441644914104
JOB_07,CV_027,-1,0,1,0,-1,0.793441644914104
JOB_07,CV_114,1,0,1,0,-1,0.8515915098330731
JOB_07,CV_079,-1,0,1,0,1,0.9889138067848836
JOB_07,CV_093,-1,0,1,0,-1,0.793441644914104
JOB_07,CV_033,0,1,1,1,-1,0.8899731895162262
JOB_07,CV_103,0,1,1,1,-1,0.8899731895162262
JOB_07,CV_013,1,-1,1,0,1,0.9909111581409155
JOB_07,CV_094,0,0,1,1,1,0.9935352566336874
JOB_07,CV_085,0,-1,1,1,1,0.9921099818949954
JOB_07,CV_090,0,-1,1,-1,-1,0.7392104299313632
JOB_07,CV_081,1,0,1,0,1,0.9925513658320195
JOB_07,CV_097,0,0,1,0,1,0.9909111581409155
JOB_07,CV_012,0,1,1,1,1,0.9947044400573793
JOB_07,CV_037,-1,0,1,-1,1,0.9850352274079028
JOB_07,CV_068,1,0,1,-1,-1,0.8089512745610968
JOB_07,CV_031,0,0,1,0,1,0.9909111581409155
JOB_07,CV_111,-1,-1,1,1,-1,0.8158462909997302
JOB_07,CV_016,-1,0,1,0,1,0.9889138067848836
JOB_07,CV_092,0,-1,1,1,1,0.9921099818949954
JOB_07,CV_049,0,0,1,1,-1,0.8687323344441251
JOB_07,CV_034,0,0,1,0,1,0.9909111581409155
JOB_07,CV_102,1,0,1,-1,-1,0.8089512745610968
JOB_08,CV_040,-1,-1,1,-1,-1,0.6987174891528171
JOB_08,CV_114,0,0,1,-1,-1,0.7760057395865282
JOB_08,CV_072,1,-1,1,-1,-1,0.7760057395865282
JOB_08,CV_004,-1,0,1,-1,-1,0.7392104299313632
JOB_08,CV_035,1,-1,1,-1,-1,0.7760057395865282
JOB_08,CV_022,0,0,1,-1,1,0.9877226901975171
JOB_08,CV_112,0,0,1,-1,-1,0.7760057395865282
JOB_08,CV_039,0,0,1,-1,-1,0.7760057395865282
JOB_08,CV_050,0,0,1,1,-1,0.8687323344441251
JOB_08,CV_006,1,0,1,-1,-1,0.8089512745610968
JOB_08,CV_109,1,-1,1,-1,-1,0.7760057395865282
JOB_08,CV_041,0,0,1,-1,-1,0.7760057395865282
JOB_08,CV_003,1,-1,1,-1,1,0.9877226901975171
JOB_08,CV_098,0,-1,1,-1,-1,0.7392104299313632
JOB_08,CV_108,0,-1,1,-1,-1,0.7392104299313632
JOB_08,CV_013,0,0,1,-1,1,0.9877226901975171
JOB_08,CV_099,0,0,1,-1,-1,0.7760057395865282
JOB_08,CV_066,0,-1,1,-1,-1,0.7392104299313632
JOB_08,CV_082,1,0,1,-1,-1,0.8089512745610968
JOB_08,CV_028,0,0,1,-1,-1,0.7760057395865282
JOB_08,CV_103,-1,-1,1,-1,-1,0.6987174891528171
JOB_08,CV_025,-1,0,1,-1,1,0.9850352274079028
